name,sku,selling_price,original_price,currency,availability,color,category,source,breadcrumbs,description,brand,country,language,average_rating,reviews_count
ZX 8000 Shoes,H02124,84,$120 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"The adidas ZX 8000 was at the pinnacle of running performance back in the '80s. Channeling the boundary breaking attitude of that OG pair, these shoes spin sport into fashion. Lace into the beloved, retro design and show off your adidas street cred. Boost cushioning and a Torsion bar provide comfort and stability.",adidas,USA,en,4.8,83
EQ21 Run Shoes,H00511,72,$80 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.6,146
Superstar Mules,FZ2267,60,$85 ,USD,InStock,Beige,Shoes,adidas United States,Women/Shoes,"Reconstructed. Reimagined. Ever since they first stepped out onto the hardwood in the '70s, adidas Superstar shoes have been synonymous with boundary-breaking attitudes and evolving style. This pair honors that drive for progress with a sleek, slip-on design that keeps you decked out in bold, metallic style (without the need to lace up). So go ahead, slide in and head out. It's as easy as that.",adidas,USA,en,3.9,60
Supernova+ Shoes,S42717,84,$120 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"Take off. Touch down. Repeat. The process is simple, but not always easy. These adidas running shoes keep you comfortable from your first mile to your first race. The plus in the name refers to the extra Boost in the hybrid midsole, which gives this version of the Supernova more energy return. The engineered mesh upper provides support and ventilation where you need it most.",adidas,USA,en,4.5,275
ZX 8000 Shoes,H02110,108,$120 ,USD,InStock,Green,Shoes,adidas United States,Men/Shoes,"The ZX 8000s have had collectors searching far and wide since their release in the mid 2000s. It's all part of the game, and now we're giving you a shortcut to win. The legendary adidas shoes are right here, right now, ready for your feet. No hunt required. They build on one of the most iconic colorways of the model's history, but with a twist, of course. The signature Torsion bar is still there, and the iconic heel TPU counter too. They wouldn't be part of the ZX thousand series without them.",adidas,USA,en,4.8,83
Designed to Move High-Rise Sport Zebra 7/8 Tights,GT0135,36,$45 ,USD,InStock,Blue,Clothing,adidas United States,Women/Clothing,"Lunge, twist and stretch through your full range of motion. These adidas training tights have a stretchy build that lets you move freely. The AEROREADY tights absorb moisture to keep you dry during rush hour at the gym. Tuck workout reminders into the back pocket where they're easy to access. ,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,3.7,20
Superstar Mules,FZ2268,60,$85 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"Reconstructed. Reimagined. Ever since they first stepped out onto the hardwood in the '70s, adidas Superstar shoes have been synonymous with boundary-breaking attitudes and evolving style. This pair honors that drive for progress with a sleek, slip-on design that keeps you decked out in bold, metallic style (without the need to lace up). So go ahead, slide in and head out. It's as easy as that.",adidas,USA,en,3.9,60
ZX 8000 Shoes,H02119,108,$120 ,USD,InStock,Yellow,Shoes,adidas United States,Men/Shoes,"The ZX 8000s have had collectors searching far and wide since their release in the mid 2000s. It's all part of the game, and now we're giving you a shortcut to win. The legendary adidas shoes are right here, right now, ready for your feet. No hunt required. They build on one of the most iconic colorways of the model's history, but with a twist, of course. The signature Torsion bar is still there, and the iconic heel TPU counter too. They wouldn't be part of the ZX thousand series without them.",adidas,USA,en,4.8,83
ZX 8000 Shoes,H02111,108,$120 ,USD,InStock,Beige,Shoes,adidas United States,Men/Shoes,"The ZX 8000s have had collectors searching far and wide since their release in the mid 2000s. It's all part of the game, and now we're giving you a shortcut to win. The legendary adidas shoes are right here, right now, ready for your feet. No hunt required. They build on one of the most iconic colorways of the model's history, but with a twist, of course. The signature Torsion bar is still there, and the iconic heel TPU counter too. They wouldn't be part of the ZX thousand series without them.",adidas,USA,en,4.8,83
Cropped Letter Hoodie,H15775,52,$65 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"Play up casual style with a bold adidas graphic. This cropped hoodie takes your look to the next level with collegiate block lettering on the raglan sleeves. Soft French terry keeps you comfortable all day. Pair with a denim skirt and platform shoes for an outfit that feels effortlessly cool. ,,By buying cotton products from us, you're supporting more sustainable cotton farming. This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.2,5
Cropped Letter Hoodie,H20236,52,$65 ,USD,InStock,White,Clothing,adidas United States,Women/Clothing,"Play up casual style with a bold adidas graphic. This cropped hoodie takes your look to the next level with collegiate block lettering on the raglan sleeves. Soft French terry keeps you comfortable all day. Pair with a denim skirt and platform shoes for an outfit that feels effortlessly cool. ,,By buying cotton products from us, you're supporting more sustainable cotton farming. This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.2,5
Primeblue Designed 2 Move Woven 3-Stripes Sport Shorts,GT0186,20,$25 ,USD,InStock,Burgundy,Clothing,adidas United States,Women/Clothing,"Classic athletic shorts that are up for every kind of workout. Super breathable, with side slits for easy mobility. Perfect for a HIIT class or your circuit on the weight machines. Or basically whatever you're planning to do to get your sweat on today. AEROREADY absorbs moisture to keep you dry as your day heats up.,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",adidas,USA,en,4.7,41
Trefoil Hoodie (Plus Size),H25298,52,$65 ,USD,InStock,Pink,Clothing,adidas United States,Women/Clothing,"Rooted firmly in our cultural consciousness, the Trefoil has been connected to some of the most era-defining moments of the last half-century. Record setters. Game changers. Rule breakers. In this adidas Trefoil Hoodie, what will you do? Make some noise? Shake things up? Or simply chill, hard. Because with the soft, snug feel, you'll be comfortable enough to do anything and everything.",adidas,USA,en,4.9,154
Vintage Airliner Luxe Shopper Bag,GN3064,41,$58 ,USD,InStock,Black,Accessories,adidas United States,Originals/Accessories,"Slouchy sweat pants or business wear? Whatever your travel attire, this adidas airliner bag adds sophistication to your look with a patent leather build and brand pride in three different languages. Carry handles and a shoulder strap offer versatile carry.",adidas,USA,en,4.7,132
Adicolor Classics Long Sleeve Tee,H33570,32,$40 ,USD,InStock,Grey,Clothing,adidas United States,Women/Clothing,"Alongside the rich history of the 3-Stripes comes a love of sport culture. Bring your pride for the brand and what it represents with you into your day. Pull on this classic long sleeve t-shirt for a look rooted in adidas heritage. Soft cotton keeps you comfortable.,,Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,USA,en,4.8,239
ZX 1K Boost Shoes,H00429,77,$110 ,USD,InStock,Beige,Shoes,adidas United States,Men/Shoes,"The ZX line pioneered a new approach to speed. It raised the bar in comfort and style. Now, it's taking on cool weather. Made with a winterized sole and suede overlays, these adidas shoes keep your stride steady and your feet warm as you cruise through chilly days in the city. Reflective details ensure your style always shines. Plus, double the comfort with EVA and Boost underfoot. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,5,1
Santiago Lunch Bag,EX6532,20,$25 ,USD,InStock,Black,Accessories,adidas United States,Training/Accessories,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. ,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,51
Bra Top,GN3430,25,$35 ,USD,InStock,Multicolor,Clothing,adidas United States,Women/Clothing,"What's better than a cherry on top? A literal cherry print on a top. The fresh, fun print from HER Studio London has a colorful, playful energy that will boost your confidence the moment you pull it on. Classic details root this bra top in adidas heritage for the perfect blend of sweet and sport.,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.2,33
Waist Bag,H17991,32,$45 ,USD,InStock,Multicolor,Accessories,adidas United States,Women/Accessories,"Vintage dress paired with fresh sneakers? Yes, please. Your look is all about blending modern with vintage. Based on an iconic silhouette from the archive, this adidas waist bag remixes the past for today with a reimagined shape and a colorful, lenticular material. So go ahead, wear it on the front or back. Either way, the colors shift as they catch the light. ,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.6,7
